submissionDate,state,totalCases,newCases,totalDeaths,newDeaths
04/05/2021,DC,45112,75,1072,2
04/19/2020,VA,8990,937,300,42
12/24/2020,SC,291867,3172,5048,15
08/19/2021,DC,53162,138,1155,2
01/26/2022,MN,1280500,15565,11422,52
10/16/2020,RI,26297,238,1151,3
08/17/2020,NJ,190717,360,15916,13
10/25/2020,DC,16767,61,642,0
03/19/2021,DC,43034,142,1047,1
05/20/2020,RI,12219,201,539,6
09/27/2021,MN,699966,930,8191,8
11/18/2021,MN,866055,4820,9249,32
02/18/2020,SC,0,0,0,0
11/19/2020,LA,211966,2052,6199,15
08/30/2020,MN,75864,650,1866,1
11/21/2021,RI,178377,329,2911,2
05/23/2021,OR,198689,333,2622,4
12/15/2021,OR,403329,893,5508,39
05/22/2021,MN,598327,596,7456,9
04/18/2021,LA,452885,465,10289,4
11/11/2020,WY,19374,132,127,0
06/27/2021,DC,49323,9,1141,0
06/17/2020,SC,20879,577,610,5
08/13/2020,OR,22300,278,383,8
12/17/2021,DC,71219,844,1206,2
07/27/2020,SC,83608,1205,1492,54
12/01/2020,SC,221748,1544,4407,20
05/10/2020,RI,10055,323,422,4
05/17/2021,FSM,1,0,0,0
08/16/2021,OR,242843,1460,2949,6
11/16/2021,LA,765766,470,14708,9
07/04/2020,DC,10447,12,557,2
05/07/2020,KY,6198,180,330,7
03/06/2021,NJ,810090,3720,23557,36
01/06/2022,OR,449267,7619,5728,9
03/26/2021,RI,128590,444,2598,1
06/04/2020,WY,921,6,17,0
11/09/2021,SC,905632,396,13942,2
09/23/2021,NJ,1141619,2252,27288,24
03/27/2021,SC,551245,1193,9080,13
06/06/2020,AZ,25451,1119,1042,30
08/03/2020,AZ,179552,1031,3779,14
10/24/2020,NJ,236711,2188,16281,8
04/09/2021,NJ,946504,4193,24826,43
11/05/2021,DC,64799,91,1193,0
01/31/2020,MN,0,0,0,0
01/31/2022,KY,1200807,4593,13878,50
01/18/2021,DC,34033,182,857,7
03/01/2020,LA,0,0,0,0
05/28/2021,DC,48898,54,1132,0
02/24/2020,AZ,1,0,0,0
01/22/2022,OR,570892,0,5936,0
01/03/2021,DC,29764,255,794,2
12/01/2021,NJ,1255893,3188,28409,19
09/02/2021,SC,749389,5417,10783,62
08/15/2021,DC,52565,182,1150,0
05/20/2020,LA,35439,278,2608,27
05/09/2021,VA,666986,336,10902,7
07/09/2021,DC,49455,21,1143,0
04/03/2020,MN,789,0,22,0
07/20/2021,LA,501494,1562,10861,20
09/20/2020,VA,141138,626,3021,6
05/17/2021,LA,465946,373,10489,11
06/15/2020,LA,47172,553,3018,4
09/01/2020,LA,149583,689,5004,54
12/04/2020,MN,338973,5347,3904,61
03/20/2021,MN,504273,1380,6845,6
02/04/2020,DC,0,0,0,0
10/27/2021,VA,923125,1495,13870,43
09/25/2021,VA,855689,2402,12586,29
06/03/2021,VA,676300,259,11222,6
04/13/2021,VA,640211,1301,10510,4
06/28/2021,SC,598158,190,9833,1
02/10/2022,AZ,1939021,7379,27021,165
02/26/2021,VA,574314,1675,8382,185
02/15/2021,SC,503060,1477,8032,34
03/19/2020,KY,73,18,2,1
08/16/2020,DC,13220,61,597,0
04/17/2020,MN,2174,161,115,14
10/25/2021,OR,359733,2207,4295,11
08/14/2020,WY,3183,64,30,0
10/31/2020,NJ,249931,1745,16350,11
10/27/2020,NJ,241761,1994,16306,14
03/05/2022,LA,1164620,0,16754,0
12/21/2020,KY,249747,1871,4292,67
01/01/2021,RI,86255,942,1792,14
04/02/2020,AZ,1598,185,32,3
06/01/2020,FSM,0,0,0,0
12/29/2020,DC,28535,193,775,4
02/02/2021,RI,110661,245,2179,12
08/25/2020,OR,25391,236,428,8
10/23/2020,MN,129863,1711,2367,13
06/16/2021,VA,678393,167,11337,7
11/16/2021,RI,175962,556,2900,5
04/01/2020,MN,742,53,18,1
02/10/2020,KY,0,0,0,0
02/13/2021,SC,498114,2400,7913,19
05/13/2020,DC,6584,99,350,14
10/28/2020,LA,185822,1098,5890,18
09/12/2021,LA,715674,1550,13098,21
04/07/2020,SC,2309,185,38,2
02/21/2021,AZ,808475,1807,15505,25
02/07/2021,VA,530825,1700,6820,42
11/20/2020,AZ,291925,4474,6427,43
01/28/2022,MN,1309665,14548,11532,43
05/10/2021,OR,191774,369,2533,3
12/05/2021,FSM,7,0,0,0
07/01/2020,NJ,172979,301,15080,45
05/18/2020,DC,7270,147,392,9
04/09/2020,MN,1336,94,57,7
04/26/2020,NJ,109038,3515,5938,75
01/23/2022,NJ,2067692,9195,30759,13
12/22/2021,WY,114062,156,1526,0
07/07/2021,RI,144931,39,2729,0
04/10/2020,LA,19253,970,755,53
08/16/2020,SC,109361,1224,2254,54
01/11/2022,MN,1104494,29466,10978,28
12/21/2021,RI,202544,966,3006,8
09/29/2020,WY,5821,67,50,0
07/03/2020,VA,64393,658,1845,29
09/03/2021,DC,55918,200,1162,1
03/17/2020,MN,77,17,0,0
01/06/2021,SC,347203,5560,5588,83
10/01/2020,SC,149396,699,3381,22
02/12/2021,MN,471851,1048,6430,19
06/06/2021,OR,203252,257,2694,3
11/08/2021,FSM,7,0,0,0
09/19/2021,DC,59325,237,1167,0
09/26/2021,AZ,1084369,2579,19812,6
08/04/2020,AZ,180561,1009,3845,66
10/01/2021,DC,61331,178,1176,2
11/19/2020,FSM,0,0,0,0
08/27/2021,AZ,1001871,3707,18724,63
08/28/2021,SC,723340,6112,10550,50
03/07/2021,WY,54764,0,682,0
09/07/2021,LA,702432,1386,12779,21
08/20/2020,LA,140821,918,4637,28
08/01/2021,AZ,929541,2306,18251,5
02/15/2021,MN,474169,602,6446,2
10/05/2020,LA,169937,218,5586,9
07/14/2020,FSM,0,0,0,0
05/11/2021,FSM,1,0,0,0
05/10/2021,VA,667586,600,10919,17
05/30/2020,DC,8717,179,462,2
02/06/2021,AZ,779556,3474,14011,63
10/10/2021,WY,94857,277,1041,0
08/16/2020,AZ,193605,951,4506,14
02/18/2021,AZ,802697,1146,15276,213
07/21/2021,KY,470689,1007,8000,7
02/26/2022,WY,154909,0,1718,0
12/30/2021,VA,1118525,17619,15587,22
04/03/2022,OR,704515,0,7147,0
12/26/2020,SC,299743,3301,5140,15
02/05/2021,DC,37634,269,940,8
09/07/2021,MN,657492,520,7949,6
05/01/2021,DC,47748,51,1105,0
05/08/2021,AZ,868382,939,17407,16
06/22/2020,FSM,0,0,0,0
05/18/2020,NJ,148219,1720,10435,79
08/18/2020,LA,139125,640,4554,28
04/24/2021,MN,566687,2103,7150,8
10/10/2020,AZ,225101,895,5759,13
09/12/2020,DC,14552,59,616,0
02/07/2020,SC,0,0,0,0
05/08/2021,FSM,1,0,0,0
02/25/2020,WY,0,0,0,0
06/04/2020,NJ,162970,478,11970,90
10/27/2021,SC,896674,712,13630,27
07/15/2021,VA,684499,445,11477,6
01/05/2022,KY,910894,12332,13024,26
05/23/2021,MN,598766,439,7463,7
04/02/2021,SC,556562,1112,9154,10
10/06/2021,WY,93083,566,1041,0
01/09/2021,DC,31457,350,813,4
06/25/2020,LA,53415,938,3164,12
07/18/2021,LA,498601,1328,10836,4
08/14/2021,FSM,7,0,0,0
02/06/2020,FSM,0,0,0,0
01/30/2021,RI,109549,597,2158,10
02/11/2022,NJ,2142157,2578,32319,59
02/11/2021,NJ,736330,3656,22329,79
01/07/2021,NJ,564806,7539,19646,123
01/29/2022,RI,325384,1531,3306,4
05/26/2021,VA,674439,357,11152,9
11/22/2021,RI,178709,332,2913,2
08/20/2020,FSM,0,0,0,0
11/25/2021,KY,783179,1947,12045,14
06/14/2021,OR,205154,125,2730,0
02/04/2020,LA,0,0,0,0
03/28/2020,NJ,11124,2299,140,32
08/23/2021,OR,257644,1557,3036,8
07/16/2021,VA,684956,457,11482,5
07/20/2020,FSM,0,0,0,0
01/31/2021,KY,370079,1734,6255,40
08/12/2021,NJ,1055252,1854,26672,7
03/10/2022,FSM,7,0,0,0
07/07/2020,WY,1711,36,20,0
07/09/2021,LA,487558,969,10781,10
07/04/2021,MN,605707,47,7704,1
09/02/2020,DC,14077,28,608,1
10/04/2020,WY,6504,139,53,0
03/01/2020,DC,0,0,0,0
04/23/2020,AZ,5769,310,249,20
11/15/2021,KY,766289,654,11893,8
01/05/2021,LA,326648,4467,7635,50
09/03/2020,AZ,204039,1093,5130,65
05/28/2020,KY,9736,170,490,5
09/04/2020,FSM,0,0,0,0
10/30/2020,AZ,244188,1566,5934,16
12/24/2021,WY,114242,0,1526,0
02/22/2022,RI,336899,200,3404,2
08/05/2020,MN,58640,861,1677,7
11/22/2020,LA,220192,3483,6260,27
08/23/2021,LA,660804,3631,11977,21
04/22/2020,RI,4962,310,181,10
01/07/2021,RI,91966,1118,1905,20
07/22/2020,LA,99354,2771,3670,62
02/20/2022,DC,133697,0,1314,0
12/03/2020,VA,247380,2877,4160,13
11/22/2021,NJ,1233511,1543,28265,11
06/12/2021,NJ,1019356,249,26327,3
10/26/2021,WY,101424,341,1174,25
03/21/2022,SC,1467658,116,17490,0
06/04/2020,RI,14411,136,756,14
12/20/2020,OR,102930,1116,1341,1
07/25/2021,DC,50097,62,1146,0
12/09/2021,MN,952232,3742,9938,40
06/12/2020,AZ,32921,1655,1144,17
03/22/2020,AZ,152,48,2,1
12/13/2021,AZ,1318580,2391,23040,4
02/16/2020,AZ,1,0,0,0
12/16/2021,RI,197889,1168,2985,5
04/25/2020,SC,5204,174,154,10
09/17/2021,DC,58851,202,1167,0
10/25/2021,WY,101083,909,1149,0
05/18/2021,FSM,1,0,0,0
06/13/2021,OR,205029,164,2730,1
02/25/2022,NJ,2164368,2879,32857,31
09/20/2020,OR,30801,202,526,1
11/26/2021,AZ,1258919,3322,22177,4
02/13/2021,VA,549999,2575,7012,16
09/19/2021,KY,668072,2998,9925,48
11/06/2020,RI,34645,703,1223,2
11/01/2020,RI,32174,471,1206,3
02/12/2021,WY,53086,107,647,0
06/29/2020,SC,34350,1445,721,5
12/25/2021,SC,951729,3177,14618,31
05/28/2021,NJ,1015634,266,26185,12
03/03/2022,AZ,1980769,0,27708,0
07/31/2021,VA,696866,1236,11534,1
12/16/2021,SC,936102,1136,14475,14
04/09/2021,RI,133932,436,2632,2
11/03/2021,KY,752210,1368,11716,21
02/09/2022,RI,333029,604,3369,4
09/23/2021,DC,60018,169,1172,1
08/12/2020,SC,105144,1067,2094,45
06/23/2020,NJ,170232,38,12949,54
09/06/2021,FSM,7,0,0,0
11/04/2020,SC,181807,1058,3968,23
04/03/2022,NJ,2202817,0,33245,0
06/13/2020,MN,30172,377,1314,9
08/03/2021,AZ,933361,1974,18282,30
05/21/2021,LA,467815,340,10522,5
04/03/2021,MN,526267,2064,6953,11
10/23/2021,WY,100174,0,1149,0
01/17/2022,AZ,1621858,12066,25212,1
12/16/2021,LA,779567,1025,14918,6
12/15/2021,VA,1009933,3687,15055,29
12/10/2021,FSM,7,0,0,0
06/09/2021,OR,203933,262,2716,16
12/03/2020,MN,333626,6149,3843,92
02/17/2022,SC,1451325,2002,16541,119
09/16/2021,OR,307768,2208,3547,11
09/23/2020,MN,92100,0,2037,0
03/24/2022,MN,1426787,461,12582,20
03/20/2022,DC,135752,0,1327,0
12/06/2020,LA,251123,3946,6584,36
12/10/2021,RI,191705,1044,2957,6
08/09/2020,NJ,187401,364,15874,5
10/11/2021,MN,738843,1067,8433,9
01/02/2021,DC,29509,257,792,4
05/15/2021,MN,593622,872,7379,3
10/30/2020,KY,108800,1992,2036,18
04/06/2021,RI,132590,351,2626,3
01/26/2022,KY,1155449,13878,13686,36
11/25/2021,LA,769301,250,14777,0
02/09/2021,FSM,1,0,0,0
01/06/2021,DC,30482,316,806,5
02/15/2022,SC,1447701,1229,16267,2
10/12/2020,VA,160805,1235,3372,11
01/19/2022,SC,1245223,11364,15060,14
03/23/2022,DC,136062,107,1329,0
09/15/2021,FSM,7,0,0,0
09/03/2021,SC,755738,6349,10822,39
10/23/2021,MN,770246,0,8661,0
04/15/2021,MN,549830,2729,7067,11
10/21/2020,LA,181132,1363,5790,18
04/09/2021,AZ,848202,677,17062,7
08/07/2021,MN,618160,372,7788,1
01/27/2020,RI,0,0,0,0
02/06/2020,SC,0,0,0,0
03/22/2022,VA,1663132,992,19563,20
10/02/2021,OR,332796,1087,3817,2
04/19/2020,RI,4067,219,150,13
02/02/2022,MN,1347000,3910,11666,59
02/03/2022,AZ,1894335,7794,26430,61
05/02/2020,DC,4797,139,240,9
06/07/2020,VA,51251,570,1477,5
10/05/2020,NJ,214455,604,16138,2
10/14/2020,WY,8177,213,57,0
12/31/2020,NJ,527784,5525,19042,90
03/04/2022,MN,1417811,796,12373,11
04/07/2020,FSM,0,0,0,0
05/26/2020,SC,10585,100,439,11
08/30/2021,DC,55253,215,1159,0
06/17/2020,MN,31296,0,1357,0
03/15/2020,KY,28,11,0,0
09/17/2020,OR,30060,210,521,0
05/05/2020,NJ,130631,2334,8244,334
03/19/2020,NJ,742,315,9,4
04/04/2022,SC,1469706,79,17650,0
02/24/2021,VA,570982,2036,7963,156
06/18/2020,WY,1144,30,18,0
03/13/2020,KY,12,3,0,0
07/12/2020,OR,12170,319,234,2
07/04/2020,SC,43118,1539,796,14
07/26/2020,RI,17462,108,1002,1
12/25/2020,VA,329577,1584,4840,20
12/17/2020,SC,267867,2947,4846,43
09/04/2020,WY,3989,50,42,1
09/08/2020,NJ,198535,346,15996,5
11/03/2020,MN,157096,3476,2553,15
12/25/2021,LA,790373,0,14953,0
03/25/2022,WY,156056,68,1783,0
04/09/2021,FSM,1,0,0,0
08/22/2021,NJ,1074306,1450,26752,2
10/07/2021,OR,339556,1426,3959,59
02/07/2020,NJ,0,0,0,0
02/22/2020,NJ,0,0,0,0
03/16/2021,NJ,844563,3878,23966,41
03/31/2021,LA,444933,519,10141,9
06/21/2021,LA,478139,230,10693,5
02/21/2020,AZ,1,0,0,0
04/14/2021,MN,547101,1697,7056,16
12/27/2021,VA,1075293,17347,15505,22
09/24/2021,VA,853287,3422,12557,46
09/29/2020,AZ,218296,675,5632,8
06/04/2020,MN,26273,403,1126,29
03/23/2020,NJ,2844,930,27,7
06/16/2020,SC,20302,615,605,1
12/14/2021,RI,195506,1254,2975,6
08/19/2021,OR,250835,2969,2994,19
12/22/2021,FSM,7,0,0,0
10/25/2020,AZ,238301,1392,5874,5
07/15/2020,WY,1985,34,22,0
01/23/2020,VA,0,0,0,0
09/03/2020,KY,56492,927,1238,15
03/19/2022,WY,155907,0,1769,0
03/01/2021,LA,430504,404,9628,20
05/04/2020,WY,596,10,7,0
07/10/2021,KY,464880,351,7953,5
02/28/2022,VA,1641453,2989,18812,128
10/21/2021,WY,99662,655,1149,13
05/27/2021,AZ,879102,764,17594,18
12/29/2021,LA,816228,9378,14984,6
02/15/2021,OR,150464,183,2137,0
01/22/2020,LA,0,0,0,0
12/21/2020,NJ,480216,3876,18223,29
03/08/2020,RI,2,0,0,0
07/30/2020,NJ,183217,240,15809,11
06/24/2021,RI,144700,21,2726,1
07/06/2021,NJ,1024465,154,26477,0
03/22/2021,VA,607234,1267,10137,10
08/05/2020,WY,2923,39,27,0
01/27/2020,KY,0,0,0,0
05/21/2020,FSM,0,0,0,0
05/31/2020,NJ,160807,838,11698,64
05/15/2021,OR,195179,637,2585,3
05/01/2021,AZ,863571,1074,17338,14
12/04/2021,OR,394569,0,5243,0
12/01/2020,KY,189630,3459,3182,56
12/23/2020,AZ,473601,6061,8179,54
03/20/2021,KY,423589,637,7277,8
03/16/2022,AZ,1992471,5153,28547,457
09/24/2020,MN,94189,2089,2046,9
09/18/2020,MN,87807,1085,2002,8
07/15/2020,OR,13081,276,247,3
04/03/2020,SC,1613,255,23,6
01/31/2021,MN,461807,988,6268,13
02/08/2021,AZ,783356,2253,14055,7
06/06/2021,KY,458212,28,7810,3
02/20/2022,FSM,7,0,0,0
11/27/2021,WY,110264,0,1347,0
07/17/2020,SC,65982,1998,1080,41
01/27/2020,LA,0,0,0,0
01/31/2022,SC,1391491,5972,15506,36
02/01/2022,FSM,7,0,0,0
06/24/2021,SC,597418,220,9813,1
03/05/2021,WY,54764,79,682,0
11/05/2021,SC,903231,864,13880,9
11/17/2021,MN,861235,3444,9217,46
02/01/2020,LA,0,0,0,0
12/11/2020,MN,370968,3750,4351,94
05/01/2021,FSM,1,0,0,0
04/26/2021,LA,456432,297,10342,6
09/20/2021,KY,669998,1926,9972,47
06/02/2020,AZ,21250,1127,941,24
04/03/2020,AZ,1769,171,41,9
08/03/2020,KY,35117,396,915,4
01/31/2022,FSM,7,0,0,0
03/18/2022,MN,1424613,506,12531,9
04/01/2022,KY,1315673,488,14988,23
10/01/2021,FSM,7,0,0,0
10/09/2020,FSM,0,0,0,0
01/31/2022,MN,1321753,12088,11561,29
02/04/2020,WY,0,0,0,0
01/06/2021,MN,427587,2326,5596,76
07/27/2021,AZ,920084,1475,18183,12
09/11/2020,SC,132958,1024,3003,31
03/31/2021,RI,130398,450,2611,2
09/01/2020,NJ,195843,373,15950,5
11/04/2020,VA,187203,1366,3688,11
08/25/2020,RI,20315,73,1038,4
02/01/2021,KY,371712,1633,6292,37
08/08/2020,FSM,0,0,0,0
01/11/2021,OR,126607,924,1613,8
05/15/2021,LA,465203,370,10478,0
08/20/2020,RI,19804,74,1027,1
02/18/2021,WY,53531,81,662,0
01/15/2022,NJ,1979057,16859,30079,120
03/17/2022,NJ,2185323,1083,33149,13
12/19/2020,SC,275963,3655,4896,22
01/29/2020,AZ,1,0,0,0
01/19/2021,KY,336968,2336,5766,47
04/25/2020,DC,3699,171,165,12
07/11/2021,FSM,5,0,0,0
10/30/2020,MN,145465,3154,2491,19
09/15/2021,LA,721795,2371,13318,77
09/23/2020,KY,69385,863,1444,11
07/06/2021,MN,605803,49,7708,3
09/08/2020,RI,21422,44,1058,1
02/13/2022,NJ,2145211,1161,32377,3
01/18/2021,SC,413274,4226,6256,14
06/13/2021,NJ,1019563,207,26330,3
06/27/2020,FSM,0,0,0,0
09/14/2021,FSM,7,0,0,0
07/19/2020,KY,26117,958,805,6
05/13/2021,VA,669219,493,10991,30
03/07/2020,WY,0,0,0,0
04/25/2021,SC,576403,731,9406,17
12/01/2021,LA,771837,943,14808,7
03/27/2020,SC,506,32,6,1
07/29/2020,SC,86470,1641,1563,55
02/02/2020,VA,0,0,0,0
09/10/2021,LA,712574,2173,13056,64
07/25/2020,RI,17354,77,1001,0
07/18/2020,OR,14149,347,257,3
08/23/2020,SC,115172,1030,2488,32
10/29/2020,MN,142311,2867,2472,32
10/29/2021,FSM,7,0,0,0
04/30/2020,LA,28044,341,1905,60
03/04/2020,FSM,0,0,0,0
08/17/2020,DC,13273,53,597,0
04/04/2020,VA,2407,395,52,6
08/13/2021,OR,238463,1765,2935,7
09/09/2021,OR,294392,2414,3394,21
11/24/2021,RI,179749,513,2915,2
04/12/2021,AZ,850236,675,17086,0
02/02/2020,OR,0,0,0,0
03/08/2022,AZ,1980769,0,27708,0
11/25/2021,OR,388001,516,5116,0
12/28/2021,AZ,1364669,1976,24144,162
12/24/2020,FSM,0,0,0,0
08/19/2020,WY,3430,67,34,0
01/12/2021,NJ,594749,4587,20039,107
12/13/2021,VA,1003110,7549,14992,63
10/21/2021,SC,891729,956,13447,43
05/11/2020,DC,6389,117,328,5
02/06/2020,MN,0,0,0,0
01/20/2022,NJ,2037690,12074,30476,161
01/09/2022,RI,261538,5074,3126,3
08/12/2020,RI,19074,88,1017,2
01/13/2022,SC,1140243,16276,14910,33
08/30/2020,VA,120594,847,2580,11
05/08/2021,VA,666650,539,10895,10
12/21/2021,OR,408069,916,5559,25
02/18/2021,FSM,1,0,0,0
03/03/2022,VA,1645792,1097,18956,50
04/11/2020,OR,1447,76,51,3
12/14/2020,KY,230112,1773,3891,51
11/27/2020,LA,230602,4964,6391,41
04/20/2020,LA,24523,595,1328,32
04/15/2021,NJ,967401,3917,25053,47
04/16/2021,WY,57267,64,703,0
03/03/2022,LA,1164344,534,16711,34
01/08/2021,OR,122847,1762,1575,7
11/08/2021,NJ,1208321,852,28092,7
04/07/2021,AZ,846855,750,17023,27
11/16/2020,VA,206763,2125,3835,30
08/24/2021,OR,260425,2781,3066,30
07/25/2021,AZ,917168,1508,18171,1
04/30/2021,NJ,997223,1741,25554,25
04/21/2021,MN,560450,1600,7122,13
01/24/2022,RI,315670,1231,3253,3
07/23/2021,FSM,7,0,0,0
12/18/2020,RI,74584,629,1620,23
03/01/2020,WY,0,0,0,0
02/18/2022,SC,1453238,1913,16555,14
03/05/2020,AZ,3,1,0,0
11/29/2020,MN,312969,8946,3637,57
01/18/2022,KY,1050050,9693,13412,33
12/24/2020,MN,404403,1884,5109,79
03/17/2020,KY,44,7,1,0
12/09/2021,VA,994069,2848,14895,27
01/26/2020,MN,0,0,0,0
05/06/2021,AZ,866623,601,17367,7
03/12/2021,AZ,832457,1367,16519,55
01/23/2021,FSM,1,0,0,0
09/05/2021,OR,286761,1444,3298,13
02/11/2021,VA,544209,3191,6966,8
09/12/2020,WY,4297,33,42,0
12/17/2021,NJ,1330728,7397,28675,16
03/30/2022,MN,1429051,347,12621,11
03/30/2020,AZ,1157,238,20,3
04/23/2021,RI,138964,328,2659,0
05/27/2020,AZ,17262,479,831,24
05/19/2020,WY,776,10,10,0
01/04/2021,NJ,546091,2496,19244,36
11/18/2021,SC,911633,821,14110,14
07/07/2020,LA,68263,1936,3319,23
07/05/2020,DC,10482,35,559,2
02/29/2020,RI,0,0,0,0
05/05/2021,LA,460803,466,10418,13
01/17/2021,WY,49363,295,522,0
12/23/2020,DC,27226,326,751,7
03/01/2022,AZ,1976890,0,27946,0
01/06/2022,LA,893626,14077,15038,11
04/20/2020,AZ,5064,135,187,3
12/21/2020,AZ,461667,7751,7972,1
10/19/2021,NJ,1183289,1238,27768,31
07/08/2020,NJ,175339,202,15423,142
02/04/2020,KY,0,0,0,0
03/04/2020,LA,0,0,0,0
09/19/2021,VA,836599,2876,12332,29
03/05/2021,DC,41122,108,1027,3
07/04/2021,OR,209263,114,2781,0
02/15/2020,NJ,0,0,0,0
03/04/2020,DC,0,0,0,0
11/10/2021,RI,173689,238,2886,3
06/29/2021,NJ,1023200,222,26444,6
02/24/2021,MN,480845,754,6511,9
12/05/2021,RI,187331,687,2944,2
02/04/2020,MN,0,0,0,0
01/15/2022,AZ,1588155,24962,25171,103
03/02/2020,WY,0,0,0,0
11/15/2020,AZ,275650,2386,6302,2
11/25/2020,VA,228901,2600,4029,21
08/13/2020,NJ,189389,692,15893,8
08/09/2021,FSM,7,0,0,0
07/03/2021,WY,62494,49,747,0
11/08/2020,LA,192981,1266,6036,20
01/04/2022,WY,117389,746,1572,46
04/09/2020,NJ,51027,3590,1700,196
09/12/2021,MN,668280,892,7991,3
01/24/2022,KY,1127896,6852,13623,43
09/15/2020,OR,29662,178,519,8
04/03/2022,LA,1168537,0,17138,0
02/24/2021,AZ,812593,1310,15693,43
07/15/2021,OR,211631,316,2810,7
06/18/2020,RI,15389,44,885,9
02/22/2020,SC,0,0,0,0
07/14/2021,FSM,5,0,0,0
06/10/2021,FSM,1,0,0,0
05/17/2020,LA,34498,315,2491,12
03/30/2020,DC,495,94,9,0
09/08/2021,WY,79297,802,879,0
08/01/2021,VA,698102,1236,11535,1
07/25/2021,VA,690370,645,11507,0
07/24/2020,RI,17277,87,1001,1
08/19/2021,FSM,7,0,0,0
01/20/2022,VA,1451731,17028,15854,-1
06/20/2020,WY,1179,6,20,0
10/28/2021,LA,758230,491,14525,19
07/07/2021,VA,681890,291,11441,5
11/21/2020,MN,262952,6252,3257,51
08/10/2021,MN,620591,1685,7798,7
08/22/2020,DC,13534,65,604,2
04/03/2020,OR,899,73,22,1
10/10/2021,DC,62484,109,1182,0
07/14/2020,VA,73527,1084,1992,15
05/20/2021,VA,672312,391,11074,6
03/14/2020,SC,20,4,0,0
10/24/2020,SC,170180,1079,3780,20
02/18/2020,FSM,0,0,0,0
07/15/2020,NJ,177898,410,15634,52
12/09/2021,FSM,7,0,0,0
10/22/2021,OR,357526,1465,4284,9
02/06/2022,RI,331490,391,3358,2
01/13/2021,OR,129109,1329,1708,41
07/23/2021,VA,689080,780,11507,7
05/04/2021,AZ,865280,701,17355,11
08/06/2021,LA,573903,6116,11210,48
10/07/2020,VA,155535,1844,3328,25
12/11/2020,WY,38785,562,321,22
10/10/2021,LA,748303,487,14193,10
09/22/2021,WY,86594,542,955,0
04/04/2020,MN,865,76,24,2
06/13/2021,KY,459732,88,7846,4
03/09/2022,WY,155629,71,1749,0
09/23/2020,FSM,0,0,0,0
09/20/2020,KY,67510,447,1406,9
01/08/2021,SC,360537,7727,5700,34
07/28/2020,KY,31567,610,876,10
11/06/2020,WY,16405,996,105,0
02/07/2020,DC,0,0,0,0
03/15/2021,FSM,1,0,0,0
08/02/2021,OR,221799,682,2863,3
10/27/2021,OR,362561,1321,4334,16
02/20/2022,OR,685953,0,6456,0
09/19/2021,NJ,1133228,1909,27190,8
12/14/2021,MN,969450,9025,10088,46
11/24/2020,KY,169981,3120,2851,33
12/02/2021,KY,795693,2853,12169,24
07/06/2021,FSM,5,0,0,0
06/21/2020,MN,33227,307,1416,4
01/31/2021,AZ,758849,5028,13120,22
08/02/2020,KY,34721,396,911,9
10/21/2021,NJ,1185863,1468,27805,22
06/15/2021,SC,596027,101,9789,0
09/28/2021,OR,326191,1620,3750,41
12/27/2020,FSM,0,0,0,0
04/06/2020,SC,2124,139,36,4
03/18/2020,FSM,0,0,0,0
08/14/2020,DC,13118,94,594,0
07/20/2021,SC,605685,337,9898,3
04/10/2021,FSM,1,0,0,0
11/04/2021,FSM,7,0,0,0
05/19/2021,RI,143413,104,2702,0
04/20/2021,LA,453711,360,10306,13
03/28/2021,WY,56046,0,695,0
03/27/2020,VA,604,0,14,0
03/26/2020,MN,399,53,4,2
10/07/2020,WY,6899,129,53,0
01/01/2021,SC,323255,5815,5393,88
02/21/2021,DC,39648,95,995,1
12/25/2021,MN,996224,0,10440,0
10/09/2021,KY,721300,1953,11020,40
10/17/2021,WY,97821,342,1080,0
07/22/2020,OR,15394,255,271,2
02/03/2022,OR,649389,5416,6181,18
09/25/2021,WY,88221,355,955,0
11/20/2021,FSM,7,0,0,0
01/19/2021,NJ,635702,4628,20512,54
12/30/2020,LA,311229,6744,7448,51
12/31/2021,FSM,7,0,0,0
05/16/2020,NJ,145247,1190,10249,111
10/26/2021,NJ,1191912,1473,27896,33
02/21/2022,WY,154082,0,1689,0
04/09/2021,SC,562285,1015,9225,15
01/11/2022,AZ,1505580,14160,24986,213
05/11/2021,AZ,870155,683,17428,19
01/03/2022,MN,1028986,6774,10704,48
01/02/2021,LA,315275,0,7488,0
04/12/2021,FSM,1,0,0,0
03/31/2022,OR,704152,314,7144,5
10/10/2021,NJ,1171573,1433,27597,7
03/06/2021,RI,122041,315,2540,6
07/02/2021,VA,680905,161,11423,0
03/13/2020,DC,3,1,0,0
04/27/2021,LA,456884,452,10352,10
11/27/2021,VA,964887,0,14656,0
11/25/2020,MN,289303,6387,3434,75
06/12/2020,DC,9654,65,506,4
02/03/2021,NJ,705807,2311,21693,109
03/30/2021,LA,444414,509,10132,10
09/10/2020,SC,131934,440,2972,33
02/22/2020,MN,0,0,0,0
02/14/2022,NJ,2146285,1074,32399,22
01/08/2022,KY,941300,7935,13117,37
05/22/2021,DC,48718,29,1125,0
02/23/2022,WY,154662,113,1718,0
03/29/2021,OR,164164,212,2375,0
10/06/2021,NJ,1164378,1852,27542,17
09/07/2020,RI,21378,50,1057,1
06/14/2021,LA,475908,186,10655,7
09/05/2021,NJ,1102488,1714,26948,6
04/06/2021,VA,629155,1550,10415,14
01/23/2022,MN,1216734,0,11291,0
11/15/2020,MN,223581,7553,2961,31
